State,Date,Employees
ALABAMA,2015-01-01,1958.7
ALABAMA,2015-02-01,1960.6
ALABAMA,2015-03-01,1958.1
ALABAMA,2015-04-01,1962.5
ALABAMA,2015-05-01,1969.1
ALABAMA,2015-06-01,1969.3
ALABAMA,2015-07-01,1970.6
ALABAMA,2015-08-01,1975.1
ALABAMA,2015-09-01,1976.8
ALABAMA,2015-10-01,1980.1
ALABAMA,2015-11-01,1983.6
ALABAMA,2015-12-01,1986.6
ALABAMA,2016-01-01,1988.6
ALABAMA,2016-02-01,1988.9
ALABAMA,2016-03-01,1990.2
ALABAMA,2016-04-01,1995.5
ALABAMA,2016-05-01,1994.8
ALABAMA,2016-06-01,1993.6
ALABAMA,2016-07-01,1999.7
ALABAMA,2016-08-01,1999.8
ALABAMA,2016-09-01,2005.6
ALABAMA,2016-10-01,2002.3
ALABAMA,2016-11-01,2000.5
ALABAMA,2016-12-01,2003.5
ALABAMA,2017-01-01,2009.3
ALABAMA,2017-02-01,2012.3
ALABAMA,2017-03-01,2016.0
ALABAMA,2017-04-01,2012.5
ALABAMA,2017-05-01,2016.3
ALABAMA,2017-06-01,2018.6
ALABAMA,2017-07-01,2018.8
ALABAMA,2017-08-01,2021.1
ALABAMA,2017-09-01,2022.8
ALABAMA,2017-10-01,2026.8
ALABAMA,2017-11-01,2023.9
ALABAMA,2017-12-01,2025.0
ALABAMA,2018-01-01,2028.4
ALABAMA,2018-02-01,2031.6
ALABAMA,2018-03-01,2035.9
ALABAMA,2018-04-01,2039.1
ALABAMA,2018-05-01,2040.5
ALABAMA,2018-06-01,2048.4
ALABAMA,2018-07-01,2048.1
ALABAMA,2018-08-01,2051.0
ALABAMA,2018-09-01,2054.0
ALABAMA,2018-10-01,2056.9
ALABAMA,2018-11-01,2058.9
ALABAMA,2018-12-01,2059.8
ALABAMA,2019-01-01,2066.5
ALABAMA,2019-02-01,2067.5
ALABAMA,2019-03-01,2070.4
ALABAMA,2019-04-01,2075.8
ALABAMA,2019-05-01,2077.3
ALABAMA,2019-06-01,2078.3
ALABAMA,2019-07-01,2080.3
ALABAMA,2019-08-01,2083.6
ALABAMA,2019-09-01,2082.8
ALABAMA,2019-10-01,2080.2
ALABAMA,2019-11-01,2083.7
ALABAMA,2019-12-01,2084.2
ALABAMA,2020-01-01,2088.1
ALABAMA,2020-02-01,2087.7
ALABAMA,2020-03-01,2080.9
ALABAMA,2020-04-01,1843.4
ALABAMA,2020-05-01,1892.0
ALABAMA,2020-06-01,1940.8
ALABAMA,2020-07-01,1961.4
ALABAMA,2020-08-01,1986.6
ALABAMA,2020-09-01,1996.1
ALABAMA,2020-10-01,2012.7
ALABAMA,2020-11-01,2016.6
ALABAMA,2020-12-01,2023.5
ALABAMA,2021-01-01,2024.6
ALABAMA,2021-02-01,2027.0
ALABAMA,2021-03-01,2032.6
ALABAMA,2021-04-01,2031.1
ALABAMA,2021-05-01,2036.4
ALABAMA,2021-06-01,2043.2
ALABAMA,2021-07-01,2052.9
ALABAMA,2021-08-01,2055.3
ALABAMA,2021-09-01,2055.1
ALABAMA,2021-10-01,2071.1
ALABAMA,2021-11-01,2077.7
ALABAMA,2021-12-01,2082.6
ALABAMA,2022-01-01,2084.4
ALABAMA,2022-02-01,2093.5
ALABAMA,2022-03-01,2093.6
ALABAMA,2022-04-01,2101.0
ALABAMA,2022-05-01,2102.5
ALABAMA,2022-06-01,2104.1
ALABAMA,2022-07-01,2119.2
ALABAMA,2022-08-01,2119.7
ALABAMA,2022-09-01,2126.0
ALABAMA,2022-10-01,2126.2
ALABAMA,2022-11-01,2129.0
ALABAMA,2022-12-01,2133.0
ALABAMA,2023-01-01,2146.2
ALABAMA,2023-02-01,2147.7
ALABAMA,2023-03-01,2150.1
ALABAMA,2023-04-01,2152.9
ALABAMA,2023-05-01,2155.3
ALABAMA,2023-06-01,2163.8
ALABAMA,2023-07-01,2163.4
ALABAMA,2023-08-01,2167.5
ALABAMA,2023-09-01,2170.3
ALABAMA,2023-10-01,2174.1
ALABAMA,2023-11-01,2172.7
ALABAMA,2023-12-01,2174.9
ALABAMA,2024-01-01,2178.5
ALABAMA,2024-02-01,2184.1
ALABAMA,2024-03-01,2187.0
ALABAMA,2024-04-01,2187.4
ALABAMA,2024-05-01,2189.9
ALABAMA,2024-06-01,2191.0
ALABAMA,2024-07-01,2189.7
ALABAMA,2024-08-01,2192.9
ALABAMA,2024-09-01,2194.5
ALABAMA,2024-10-01,2195.9
ALABAMA,2024-11-01,2197.1
ALABAMA,2024-12-01,2200.3
ARKANSAS,2015-01-01,1202.4
ARKANSAS,2015-02-01,1205.1
ARKANSAS,2015-03-01,1199.3
ARKANSAS,2015-04-01,1203.6
ARKANSAS,2015-05-01,1210.0
ARKANSAS,2015-06-01,1211.8
ARKANSAS,2015-07-01,1216.0
ARKANSAS,2015-08-01,1218.8
ARKANSAS,2015-09-01,1221.3
ARKANSAS,2015-10-01,1222.3
ARKANSAS,2015-11-01,1224.9
ARKANSAS,2015-12-01,1227.7
ARKANSAS,2016-01-01,1225.1
ARKANSAS,2016-02-01,1227.9
ARKANSAS,2016-03-01,1228.9
ARKANSAS,2016-04-01,1229.6
ARKANSAS,2016-05-01,1230.8
ARKANSAS,2016-06-01,1232.4
ARKANSAS,2016-07-01,1235.6
ARKANSAS,2016-08-01,1236.0
ARKANSAS,2016-09-01,1238.7
ARKANSAS,2016-10-01,1238.2
ARKANSAS,2016-11-01,1238.5
ARKANSAS,2016-12-01,1239.3
ARKANSAS,2017-01-01,1240.2
ARKANSAS,2017-02-01,1243.5
ARKANSAS,2017-03-01,1245.1
ARKANSAS,2017-04-01,1247.2
ARKANSAS,2017-05-01,1246.7
ARKANSAS,2017-06-01,1249.3
ARKANSAS,2017-07-01,1250.1
ARKANSAS,2017-08-01,1251.3
ARKANSAS,2017-09-01,1254.0
ARKANSAS,2017-10-01,1254.7
ARKANSAS,2017-11-01,1256.4
ARKANSAS,2017-12-01,1256.8
ARKANSAS,2018-01-01,1257.9
ARKANSAS,2018-02-01,1260.8
ARKANSAS,2018-03-01,1262.1
ARKANSAS,2018-04-01,1262.8
ARKANSAS,2018-05-01,1265.0
ARKANSAS,2018-06-01,1264.9
ARKANSAS,2018-07-01,1269.3
ARKANSAS,2018-08-01,1271.2
ARKANSAS,2018-09-01,1273.6
ARKANSAS,2018-10-01,1272.8
ARKANSAS,2018-11-01,1273.2
ARKANSAS,2018-12-01,1275.5
ARKANSAS,2019-01-01,1279.2
ARKANSAS,2019-02-01,1280.2
ARKANSAS,2019-03-01,1279.6
ARKANSAS,2019-04-01,1280.4
ARKANSAS,2019-05-01,1279.6
ARKANSAS,2019-06-01,1278.6
ARKANSAS,2019-07-01,1281.1
ARKANSAS,2019-08-01,1282.2
ARKANSAS,2019-09-01,1282.5
ARKANSAS,2019-10-01,1285.2
ARKANSAS,2019-11-01,1288.2
ARKANSAS,2019-12-01,1290.0
ARKANSAS,2020-01-01,1294.2
ARKANSAS,2020-02-01,1293.9
ARKANSAS,2020-03-01,1290.5
ARKANSAS,2020-04-01,1167.0
ARKANSAS,2020-05-01,1196.7
ARKANSAS,2020-06-01,1224.4
ARKANSAS,2020-07-01,1232.2
ARKANSAS,2020-08-01,1246.5
ARKANSAS,2020-09-01,1248.5
ARKANSAS,2020-10-01,1256.0
ARKANSAS,2020-11-01,1261.4
ARKANSAS,2020-12-01,1257.4
ARKANSAS,2021-01-01,1266.6
ARKANSAS,2021-02-01,1261.0
ARKANSAS,2021-03-01,1274.0
ARKANSAS,2021-04-01,1273.2
ARKANSAS,2021-05-01,1275.4
ARKANSAS,2021-06-01,1280.2
ARKANSAS,2021-07-01,1283.0
ARKANSAS,2021-08-01,1286.8
ARKANSAS,2021-09-01,1284.5
ARKANSAS,2021-10-01,1297.5
ARKANSAS,2021-11-01,1300.6
ARKANSAS,2021-12-01,1304.2
ARKANSAS,2022-01-01,1305.8
ARKANSAS,2022-02-01,1313.4
ARKANSAS,2022-03-01,1314.8
ARKANSAS,2022-04-01,1318.3
ARKANSAS,2022-05-01,1322.7
ARKANSAS,2022-06-01,1326.2
ARKANSAS,2022-07-01,1332.9
ARKANSAS,2022-08-01,1336.9
ARKANSAS,2022-09-01,1340.0
ARKANSAS,2022-10-01,1338.7
ARKANSAS,2022-11-01,1341.8
ARKANSAS,2022-12-01,1342.3
ARKANSAS,2023-01-01,1346.2
ARKANSAS,2023-02-01,1346.5
ARKANSAS,2023-03-01,1348.2
ARKANSAS,2023-04-01,1348.1
ARKANSAS,2023-05-01,1349.4
ARKANSAS,2023-06-01,1353.4
ARKANSAS,2023-07-01,1349.6
ARKANSAS,2023-08-01,1352.1
ARKANSAS,2023-09-01,1355.6
ARKANSAS,2023-10-01,1354.9
ARKANSAS,2023-11-01,1354.7
ARKANSAS,2023-12-01,1358.2
ARKANSAS,2024-01-01,1356.2
ARKANSAS,2024-02-01,1360.8
ARKANSAS,2024-03-01,1364.5
ARKANSAS,2024-04-01,1362.8
ARKANSAS,2024-05-01,1362.3
ARKANSAS,2024-06-01,1363.4
ARKANSAS,2024-07-01,1365.8
ARKANSAS,2024-08-01,1367.5
ARKANSAS,2024-09-01,1367.7
ARKANSAS,2024-10-01,1371.2
ARKANSAS,2024-11-01,1375.1
ARKANSAS,2024-12-01,1377.2
COLORADO,2015-01-01,2514.0
COLORADO,2015-02-01,2520.6
COLORADO,2015-03-01,2522.7
COLORADO,2015-04-01,2524.7
COLORADO,2015-05-01,2533.7
COLORADO,2015-06-01,2538.8
COLORADO,2015-07-01,2542.7
COLORADO,2015-08-01,2545.8
COLORADO,2015-09-01,2553.5
COLORADO,2015-10-01,2559.0
COLORADO,2015-11-01,2567.0
COLORADO,2015-12-01,2571.5
COLORADO,2016-01-01,2576.1
COLORADO,2016-02-01,2581.2
COLORADO,2016-03-01,2584.2
COLORADO,2016-04-01,2590.1
COLORADO,2016-05-01,2585.6
COLORADO,2016-06-01,2594.6
COLORADO,2016-07-01,2607.4
COLORADO,2016-08-01,2611.7
COLORADO,2016-09-01,2620.2
COLORADO,2016-10-01,2617.8
COLORADO,2016-11-01,2623.2
COLORADO,2016-12-01,2626.0
COLORADO,2017-01-01,2626.9
COLORADO,2017-02-01,2636.2
COLORADO,2017-03-01,2645.9
COLORADO,2017-04-01,2647.7
COLORADO,2017-05-01,2651.0
COLORADO,2017-06-01,2656.5
COLORADO,2017-07-01,2661.2
COLORADO,2017-08-01,2667.3
COLORADO,2017-09-01,2675.3
COLORADO,2017-10-01,2679.7
COLORADO,2017-11-01,2679.9
COLORADO,2017-12-01,2692.0
COLORADO,2018-01-01,2698.1
COLORADO,2018-02-01,2704.7
COLORADO,2018-03-01,2713.4
COLORADO,2018-04-01,2717.5
COLORADO,2018-05-01,2721.8
COLORADO,2018-06-01,2727.5
COLORADO,2018-07-01,2731.1
COLORADO,2018-08-01,2736.3
COLORADO,2018-09-01,2734.3
COLORADO,2018-10-01,2741.2
COLORADO,2018-11-01,2748.8
COLORADO,2018-12-01,2752.5
COLORADO,2019-01-01,2760.3
COLORADO,2019-02-01,2768.1
COLORADO,2019-03-01,2767.3
COLORADO,2019-04-01,2774.6
COLORADO,2019-05-01,2785.5
COLORADO,2019-06-01,2787.9
COLORADO,2019-07-01,2799.0
COLORADO,2019-08-01,2805.4
COLORADO,2019-09-01,2803.9
COLORADO,2019-10-01,2804.6
COLORADO,2019-11-01,2810.3
COLORADO,2019-12-01,2811.5
COLORADO,2020-01-01,2819.7
COLORADO,2020-02-01,2819.9
COLORADO,2020-03-01,2806.9
COLORADO,2020-04-01,2443.3
COLORADO,2020-05-01,2517.7
COLORADO,2020-06-01,2567.3
COLORADO,2020-07-01,2595.1
COLORADO,2020-08-01,2623.3
COLORADO,2020-09-01,2649.5
COLORADO,2020-10-01,2671.6
COLORADO,2020-11-01,2669.7
COLORADO,2020-12-01,2647.6
COLORADO,2021-01-01,2670.4
COLORADO,2021-02-01,2694.0
COLORADO,2021-03-01,2708.6
COLORADO,2021-04-01,2717.6
COLORADO,2021-05-01,2731.0
COLORADO,2021-06-01,2747.5
COLORADO,2021-07-01,2762.6
COLORADO,2021-08-01,2768.0
COLORADO,2021-09-01,2779.6
COLORADO,2021-10-01,2800.5
COLORADO,2021-11-01,2811.1
COLORADO,2021-12-01,2821.4
COLORADO,2022-01-01,2826.1
COLORADO,2022-02-01,2839.1
COLORADO,2022-03-01,2845.8
COLORADO,2022-04-01,2866.8
COLORADO,2022-05-01,2868.3
COLORADO,2022-06-01,2861.6
COLORADO,2022-07-01,2867.2
COLORADO,2022-08-01,2879.3
COLORADO,2022-09-01,2886.0
COLORADO,2022-10-01,2892.9
COLORADO,2022-11-01,2900.3
COLORADO,2022-12-01,2905.4
COLORADO,2023-01-01,2912.6
COLORADO,2023-02-01,2914.2
COLORADO,2023-03-01,2920.3
COLORADO,2023-04-01,2927.2
COLORADO,2023-05-01,2933.3
COLORADO,2023-06-01,2946.3
COLORADO,2023-07-01,2938.6
COLORADO,2023-08-01,2948.9
COLORADO,2023-09-01,2954.6
COLORADO,2023-10-01,2950.3
COLORADO,2023-11-01,2948.6
COLORADO,2023-12-01,2955.0
COLORADO,2024-01-01,2958.4
COLORADO,2024-02-01,2968.2
COLORADO,2024-03-01,2970.5
COLORADO,2024-04-01,2958.8
COLORADO,2024-05-01,2969.7
COLORADO,2024-06-01,2974.0
COLORADO,2024-07-01,2970.7
COLORADO,2024-08-01,2973.2
COLORADO,2024-09-01,2976.6
COLORADO,2024-10-01,2974.9
COLORADO,2024-11-01,2975.7
COLORADO,2024-12-01,2977.1
CONNECTICUT,2015-01-01,1683.9
CONNECTICUT,2015-02-01,1681.3
CONNECTICUT,2015-03-01,1681.6
CONNECTICUT,2015-04-01,1683.8
CONNECTICUT,2015-05-01,1688.3
CONNECTICUT,2015-06-01,1690.7
CONNECTICUT,2015-07-01,1685.9
CONNECTICUT,2015-08-01,1685.9
CONNECTICUT,2015-09-01,1687.9
CONNECTICUT,2015-10-01,1690.8
CONNECTICUT,2015-11-01,1691.8
CONNECTICUT,2015-12-01,1689.5
CONNECTICUT,2016-01-01,1687.2
CONNECTICUT,2016-02-01,1690.7
CONNECTICUT,2016-03-01,1696.0
CONNECTICUT,2016-04-01,1691.5
CONNECTICUT,2016-05-01,1692.8
CONNECTICUT,2016-06-01,1688.8
CONNECTICUT,2016-07-01,1694.0
CONNECTICUT,2016-08-01,1693.5
CONNECTICUT,2016-09-01,1693.1
CONNECTICUT,2016-10-01,1693.8
CONNECTICUT,2016-11-01,1693.3
CONNECTICUT,2016-12-01,1695.1
CONNECTICUT,2017-01-01,1697.5
CONNECTICUT,2017-02-01,1695.7
CONNECTICUT,2017-03-01,1696.3
CONNECTICUT,2017-04-01,1694.5
CONNECTICUT,2017-05-01,1697.0
CONNECTICUT,2017-06-01,1698.6
CONNECTICUT,2017-07-01,1696.8
CONNECTICUT,2017-08-01,1697.0
CONNECTICUT,2017-09-01,1696.6
CONNECTICUT,2017-10-01,1694.8
CONNECTICUT,2017-11-01,1695.0
CONNECTICUT,2017-12-01,1694.5
CONNECTICUT,2018-01-01,1696.2
CONNECTICUT,2018-02-01,1697.9
CONNECTICUT,2018-03-01,1696.5
CONNECTICUT,2018-04-01,1693.8
CONNECTICUT,2018-05-01,1698.3
CONNECTICUT,2018-06-01,1702.4
CONNECTICUT,2018-07-01,1700.4
CONNECTICUT,2018-08-01,1700.8
CONNECTICUT,2018-09-01,1700.5
CONNECTICUT,2018-10-01,1700.7
CONNECTICUT,2018-11-01,1699.4
CONNECTICUT,2018-12-01,1702.4
CONNECTICUT,2019-01-01,1696.5
CONNECTICUT,2019-02-01,1696.7
CONNECTICUT,2019-03-01,1696.4
CONNECTICUT,2019-04-01,1697.8
CONNECTICUT,2019-05-01,1696.5
CONNECTICUT,2019-06-01,1694.7
CONNECTICUT,2019-07-01,1695.9
CONNECTICUT,2019-08-01,1693.6
CONNECTICUT,2019-09-01,1695.6
CONNECTICUT,2019-10-01,1696.8
CONNECTICUT,2019-11-01,1698.3
CONNECTICUT,2019-12-01,1693.6
CONNECTICUT,2020-01-01,1701.7
CONNECTICUT,2020-02-01,1699.0
CONNECTICUT,2020-03-01,1683.1
CONNECTICUT,2020-04-01,1407.9
CONNECTICUT,2020-05-01,1439.4
CONNECTICUT,2020-06-01,1496.2
CONNECTICUT,2020-07-01,1530.7
CONNECTICUT,2020-08-01,1555.8
CONNECTICUT,2020-09-01,1576.7
CONNECTICUT,2020-10-01,1585.2
CONNECTICUT,2020-11-01,1587.0
CONNECTICUT,2020-12-01,1583.8
CONNECTICUT,2021-01-01,1586.1
CONNECTICUT,2021-02-01,1589.7
CONNECTICUT,2021-03-01,1596.7
CONNECTICUT,2021-04-01,1599.5
CONNECTICUT,2021-05-01,1605.4
CONNECTICUT,2021-06-01,1610.7
CONNECTICUT,2021-07-01,1626.7
CONNECTICUT,2021-08-01,1625.0
CONNECTICUT,2021-09-01,1625.7
CONNECTICUT,2021-10-01,1640.5
CONNECTICUT,2021-11-01,1644.2
CONNECTICUT,2021-12-01,1650.9
CONNECTICUT,2022-01-01,1645.0
CONNECTICUT,2022-02-01,1659.9
CONNECTICUT,2022-03-01,1664.1
CONNECTICUT,2022-04-01,1668.9
CONNECTICUT,2022-05-01,1666.7
CONNECTICUT,2022-06-01,1664.8
CONNECTICUT,2022-07-01,1672.1
CONNECTICUT,2022-08-01,1674.4
CONNECTICUT,2022-09-01,1674.2
CONNECTICUT,2022-10-01,1673.8
CONNECTICUT,2022-11-01,1676.9
CONNECTICUT,2022-12-01,1680.5
CONNECTICUT,2023-01-01,1689.5
CONNECTICUT,2023-02-01,1687.7
CONNECTICUT,2023-03-01,1688.7
CONNECTICUT,2023-04-01,1685.8
CONNECTICUT,2023-05-01,1691.8
CONNECTICUT,2023-06-01,1699.2
CONNECTICUT,2023-07-01,1696.4
CONNECTICUT,2023-08-01,1698.7
CONNECTICUT,2023-09-01,1699.5
CONNECTICUT,2023-10-01,1700.5
CONNECTICUT,2023-11-01,1700.0
CONNECTICUT,2023-12-01,1700.1
CONNECTICUT,2024-01-01,1704.0
CONNECTICUT,2024-02-01,1703.5
CONNECTICUT,2024-03-01,1705.4
CONNECTICUT,2024-04-01,1706.7
CONNECTICUT,2024-05-01,1708.3
CONNECTICUT,2024-06-01,1711.0
CONNECTICUT,2024-07-01,1708.6
CONNECTICUT,2024-08-01,1707.5
CONNECTICUT,2024-09-01,1709.6
CONNECTICUT,2024-10-01,1711.0
CONNECTICUT,2024-11-01,1712.6
CONNECTICUT,2024-12-01,1716.1
DELAWARE,2015-01-01,442.9
DELAWARE,2015-02-01,443.2
DELAWARE,2015-03-01,443.6
DELAWARE,2015-04-01,442.8
DELAWARE,2015-05-01,446.5
DELAWARE,2015-06-01,447.0
DELAWARE,2015-07-01,447.8
DELAWARE,2015-08-01,447.7
DELAWARE,2015-09-01,449.2
DELAWARE,2015-10-01,449.5
DELAWARE,2015-11-01,451.8
DELAWARE,2015-12-01,450.7
DELAWARE,2016-01-01,449.7
DELAWARE,2016-02-01,449.9
DELAWARE,2016-03-01,450.9
DELAWARE,2016-04-01,450.8
DELAWARE,2016-05-01,450.0
DELAWARE,2016-06-01,450.3
DELAWARE,2016-07-01,452.6
DELAWARE,2016-08-01,452.5
DELAWARE,2016-09-01,452.5
DELAWARE,2016-10-01,452.2
DELAWARE,2016-11-01,452.8
DELAWARE,2016-12-01,453.2
DELAWARE,2017-01-01,454.9
DELAWARE,2017-02-01,454.7
DELAWARE,2017-03-01,455.2
DELAWARE,2017-04-01,454.7
DELAWARE,2017-05-01,453.3
DELAWARE,2017-06-01,455.2
DELAWARE,2017-07-01,454.5
DELAWARE,2017-08-01,454.9
DELAWARE,2017-09-01,456.3
DELAWARE,2017-10-01,454.7
DELAWARE,2017-11-01,456.1
DELAWARE,2017-12-01,457.0
DELAWARE,2018-01-01,457.5
DELAWARE,2018-02-01,459.0
DELAWARE,2018-03-01,459.3
DELAWARE,2018-04-01,459.7
DELAWARE,2018-05-01,461.6
DELAWARE,2018-06-01,461.4
DELAWARE,2018-07-01,459.9
DELAWARE,2018-08-01,459.7
DELAWARE,2018-09-01,460.3
DELAWARE,2018-10-01,461.8
DELAWARE,2018-11-01,461.3
DELAWARE,2018-12-01,462.7
DELAWARE,2019-01-01,463.7
DELAWARE,2019-02-01,463.9
DELAWARE,2019-03-01,465.8
DELAWARE,2019-04-01,465.2
DELAWARE,2019-05-01,464.8
DELAWARE,2019-06-01,465.0
DELAWARE,2019-07-01,465.8
DELAWARE,2019-08-01,466.5
DELAWARE,2019-09-01,465.8
DELAWARE,2019-10-01,465.5
DELAWARE,2019-11-01,466.8
DELAWARE,2019-12-01,466.9
DELAWARE,2020-01-01,467.5
DELAWARE,2020-02-01,467.1
DELAWARE,2020-03-01,463.9
DELAWARE,2020-04-01,398.8
DELAWARE,2020-05-01,405.4
DELAWARE,2020-06-01,426.1
DELAWARE,2020-07-01,432.8
DELAWARE,2020-08-01,438.6
DELAWARE,2020-09-01,442.4
DELAWARE,2020-10-01,444.1
DELAWARE,2020-11-01,444.6
DELAWARE,2020-12-01,444.8
DELAWARE,2021-01-01,444.7
DELAWARE,2021-02-01,444.3
DELAWARE,2021-03-01,446.5
DELAWARE,2021-04-01,448.0
DELAWARE,2021-05-01,448.4
DELAWARE,2021-06-01,449.1
DELAWARE,2021-07-01,452.9
DELAWARE,2021-08-01,453.4
DELAWARE,2021-09-01,453.8
DELAWARE,2021-10-01,456.9
DELAWARE,2021-11-01,459.3
DELAWARE,2021-12-01,462.2
DELAWARE,2022-01-01,461.8
DELAWARE,2022-02-01,465.2
DELAWARE,2022-03-01,465.4
DELAWARE,2022-04-01,468.9
DELAWARE,2022-05-01,468.4
DELAWARE,2022-06-01,467.2
DELAWARE,2022-07-01,470.5
DELAWARE,2022-08-01,471.8
DELAWARE,2022-09-01,474.3
DELAWARE,2022-10-01,474.8
DELAWARE,2022-11-01,475.8
DELAWARE,2022-12-01,477.4
DELAWARE,2023-01-01,479.7
DELAWARE,2023-02-01,480.4
DELAWARE,2023-03-01,480.7
DELAWARE,2023-04-01,481.3
DELAWARE,2023-05-01,483.4
DELAWARE,2023-06-01,484.7
DELAWARE,2023-07-01,484.3
DELAWARE,2023-08-01,485.1
DELAWARE,2023-09-01,485.8
DELAWARE,2023-10-01,485.5
DELAWARE,2023-11-01,485.7
DELAWARE,2023-12-01,486.5
DELAWARE,2024-01-01,486.4
DELAWARE,2024-02-01,486.4
DELAWARE,2024-03-01,489.1
DELAWARE,2024-04-01,488.9
DELAWARE,2024-05-01,489.1
DELAWARE,2024-06-01,488.6
DELAWARE,2024-07-01,489.0
DELAWARE,2024-08-01,490.3
DELAWARE,2024-09-01,491.3
DELAWARE,2024-10-01,488.0
DELAWARE,2024-11-01,490.4
DELAWARE,2024-12-01,490.8
DISTRICT OF COLUMBIA,2015-01-01,757.7
DISTRICT OF COLUMBIA,2015-02-01,758.3
DISTRICT OF COLUMBIA,2015-03-01,758.0
DISTRICT OF COLUMBIA,2015-04-01,756.8
DISTRICT OF COLUMBIA,2015-05-01,759.7
DISTRICT OF COLUMBIA,2015-06-01,760.9
DISTRICT OF COLUMBIA,2015-07-01,765.5
DISTRICT OF COLUMBIA,2015-08-01,766.2
DISTRICT OF COLUMBIA,2015-09-01,766.7
DISTRICT OF COLUMBIA,2015-10-01,770.2
DISTRICT OF COLUMBIA,2015-11-01,771.1
DISTRICT OF COLUMBIA,2015-12-01,773.8
DISTRICT OF COLUMBIA,2016-01-01,771.8
DISTRICT OF COLUMBIA,2016-02-01,774.6
DISTRICT OF COLUMBIA,2016-03-01,775.0
DISTRICT OF COLUMBIA,2016-04-01,775.7
DISTRICT OF COLUMBIA,2016-05-01,776.7
DISTRICT OF COLUMBIA,2016-06-01,776.1
DISTRICT OF COLUMBIA,2016-07-01,777.4
DISTRICT OF COLUMBIA,2016-08-01,777.1
DISTRICT OF COLUMBIA,2016-09-01,778.3
DISTRICT OF COLUMBIA,2016-10-01,779.6
DISTRICT OF COLUMBIA,2016-11-01,780.5
DISTRICT OF COLUMBIA,2016-12-01,781.9
DISTRICT OF COLUMBIA,2017-01-01,781.8
DISTRICT OF COLUMBIA,2017-02-01,781.7
DISTRICT OF COLUMBIA,2017-03-01,784.6
DISTRICT OF COLUMBIA,2017-04-01,783.4
DISTRICT OF COLUMBIA,2017-05-01,783.8
DISTRICT OF COLUMBIA,2017-06-01,783.7
DISTRICT OF COLUMBIA,2017-07-01,783.7
DISTRICT OF COLUMBIA,2017-08-01,783.9
DISTRICT OF COLUMBIA,2017-09-01,783.7
DISTRICT OF COLUMBIA,2017-10-01,787.1
DISTRICT OF COLUMBIA,2017-11-01,786.8
DISTRICT OF COLUMBIA,2017-12-01,788.4
DISTRICT OF COLUMBIA,2018-01-01,789.4
DISTRICT OF COLUMBIA,2018-02-01,791.0
DISTRICT OF COLUMBIA,2018-03-01,792.2
DISTRICT OF COLUMBIA,2018-04-01,793.2
DISTRICT OF COLUMBIA,2018-05-01,794.2
DISTRICT OF COLUMBIA,2018-06-01,793.9
DISTRICT OF COLUMBIA,2018-07-01,792.9
DISTRICT OF COLUMBIA,2018-08-01,793.2
DISTRICT OF COLUMBIA,2018-09-01,792.9
DISTRICT OF COLUMBIA,2018-10-01,793.8
DISTRICT OF COLUMBIA,2018-11-01,793.6
DISTRICT OF COLUMBIA,2018-12-01,794.0
DISTRICT OF COLUMBIA,2019-01-01,793.2
DISTRICT OF COLUMBIA,2019-02-01,796.6
DISTRICT OF COLUMBIA,2019-03-01,798.1
DISTRICT OF COLUMBIA,2019-04-01,797.3
DISTRICT OF COLUMBIA,2019-05-01,796.4
DISTRICT OF COLUMBIA,2019-06-01,797.3
DISTRICT OF COLUMBIA,2019-07-01,797.1
DISTRICT OF COLUMBIA,2019-08-01,797.0
DISTRICT OF COLUMBIA,2019-09-01,797.5
DISTRICT OF COLUMBIA,2019-10-01,798.4
DISTRICT OF COLUMBIA,2019-11-01,799.2
DISTRICT OF COLUMBIA,2019-12-01,799.9
DISTRICT OF COLUMBIA,2020-01-01,803.8
DISTRICT OF COLUMBIA,2020-02-01,805.4
DISTRICT OF COLUMBIA,2020-03-01,800.8
DISTRICT OF COLUMBIA,2020-04-01,722.0
DISTRICT OF COLUMBIA,2020-05-01,717.1
DISTRICT OF COLUMBIA,2020-06-01,717.7
DISTRICT OF COLUMBIA,2020-07-01,722.2
DISTRICT OF COLUMBIA,2020-08-01,729.3
DISTRICT OF COLUMBIA,2020-09-01,728.1
DISTRICT OF COLUMBIA,2020-10-01,725.0
DISTRICT OF COLUMBIA,2020-11-01,724.8
DISTRICT OF COLUMBIA,2020-12-01,722.9
DISTRICT OF COLUMBIA,2021-01-01,720.4
DISTRICT OF COLUMBIA,2021-02-01,720.6
DISTRICT OF COLUMBIA,2021-03-01,721.8
DISTRICT OF COLUMBIA,2021-04-01,724.0
DISTRICT OF COLUMBIA,2021-05-01,726.5
DISTRICT OF COLUMBIA,2021-06-01,731.2
DISTRICT OF COLUMBIA,2021-07-01,736.6
DISTRICT OF COLUMBIA,2021-08-01,740.2
DISTRICT OF COLUMBIA,2021-09-01,744.6
DISTRICT OF COLUMBIA,2021-10-01,752.6
DISTRICT OF COLUMBIA,2021-11-01,754.9
DISTRICT OF COLUMBIA,2021-12-01,758.2
DISTRICT OF COLUMBIA,2022-01-01,755.0
DISTRICT OF COLUMBIA,2022-02-01,755.5
DISTRICT OF COLUMBIA,2022-03-01,757.8
DISTRICT OF COLUMBIA,2022-04-01,757.7
DISTRICT OF COLUMBIA,2022-05-01,758.9
DISTRICT OF COLUMBIA,2022-06-01,756.2
DISTRICT OF COLUMBIA,2022-07-01,762.3
