split_id,train_end,horizon,model,set,n_rows,MAE,RMSE,MASE
3,2020-12-01,3,XGBoost,train,1800,0.16390071401471926,0.2180894851964414,0.5956961838280944
3,2020-12-01,3,XGBoost,test,360,0.20681802817625272,0.28589690275257923,0.7131187374014012
3,2020-12-01,3,LightGBM,train,1800,0.17516058457302175,0.23686116392530718,0.615707758532073
3,2020-12-01,3,LightGBM,test,360,0.20067273257806492,0.27769698085948913,0.7006429358770123
3,2020-12-01,3,CatBoost,train,1800,0.19406905887093248,0.26260134397709506,0.6741724957224864
3,2020-12-01,3,CatBoost,test,360,0.20074456473056032,0.27959873549068814,0.6934876176987855
3,2020-12-01,6,Seasonal Naive,test,360,0.2730195880640879,0.3723980640652232,0.9413796511016557
3,2020-12-01,6,Ridge,train,1800,0.22378241224889148,0.30712233693182567,0.7684524104650993
3,2020-12-01,6,Ridge,test,360,0.20614596035784108,0.2785018571158417,0.7565375662107433
3,2020-12-01,6,Lasso,train,1800,0.22369074045375692,0.3074826594399794,0.7681541394735686
3,2020-12-01,6,Lasso,test,360,0.2036395467918652,0.276582411180492,0.7437462050298238
3,2020-12-01,6,ElasticNet,train,1800,0.22372032924712856,0.3073228237120297,0.7682330077576507
3,2020-12-01,6,ElasticNet,test,360,0.2046297835638513,0.27731051068554796,0.7492945741987351
3,2020-12-01,6,PLS,train,1800,0.2239408524641371,0.3073730020910109,0.7680187392248935
3,2020-12-01,6,PLS,test,360,0.20627728451783015,0.278603809675977,0.7566579824072458
3,2020-12-01,6,XGBoost,train,1800,0.16271372191740524,0.21721719771121492,0.5875688909160176
3,2020-12-01,6,XGBoost,test,360,0.2023523309424762,0.2742806782911419,0.7218832078791002
3,2020-12-01,6,LightGBM,train,1800,0.17524612114436008,0.23584515087974145,0.6137740643980957
3,2020-12-01,6,LightGBM,test,360,0.19850638636576765,0.2717388838666379,0.7083506353934166
3,2020-12-01,6,CatBoost,train,1800,0.1942790062002153,0.261210049212532,0.677706335604787
3,2020-12-01,6,CatBoost,test,360,0.1987290748560763,0.2769860302541704,0.69187232038906
4,2021-12-01,1,Seasonal Naive,test,360,0.2611960573276348,0.3797126741972757,0.8952296578188126
4,2021-12-01,1,Ridge,train,2160,0.21886127347430348,0.30163218042791795,0.7465016489053504
4,2021-12-01,1,Ridge,test,360,0.2040471666095124,0.28796610389065797,0.7199336927634822
4,2021-12-01,1,Lasso,train,2160,0.21958679272194156,0.3022123026570997,0.7489986422141478
